아이디,관측일자,표준유역명,유량,발전량
384957,2024-04-19,소양강댐하류,277.76,68595.61
384958,2024-04-19,황지천,0.7,172.872
384959,2024-04-19,전천,1.78,439.589
384960,2024-04-19,황지천,-999,-999
384961,2024-04-19,원주천,1.59,392.666
384962,2024-04-19,평창강하류,4.24,1047.11
384963,2024-04-19,평창강하류,-999,-999
384964,2024-04-19,원주천,-999,-999
384965,2024-04-19,달천하류,11.79,2911.658
384966,2024-04-19,달천하류,296.98,73342.181
384967,2024-04-19,원주천,265.54,65577.758
384968,2024-04-19,청미수위표,-999,-999
384969,2024-04-19,복하천하류,-999,-999
384970,2024-04-19,양평수위표,189.19,46722.362
384971,2024-04-19,양평수위표,-999,-999
384972,2024-04-19,화천천,-999,-999
384973,2024-04-19,양구교수위표,-999,-999
384974,2024-04-19,양구교수위표,-999,-999
384975,2024-04-19,의암댐,-999,-999
384976,2024-04-19,행주대교수위표,-999,-999
384977,2024-04-19,도암댐,9.57,2363.407
384978,2024-04-19,부소천합류후,-999,-999
384979,2024-04-19,미성교수위표,3.14,775.454
384980,2024-04-19,남대천,133.4,32944.464
384981,2024-04-19,초강상류,17.49,4319.33
384982,2024-04-19,북천,161.68,39928.493
384983,2024-04-19,한천합류후,158.33,39101.177
384984,2024-04-19,한천합류후,75.3,18596.088
384985,2024-04-19,삼동암천,-999,-999
384986,2024-04-19,청도천하류,0.79,195.098
384987,2024-04-19,동촌수위표,-999,-999
384988,2024-04-19,동촌수위표,-999,-999
384989,2024-04-19,금호강하류,-999,-999
384990,2024-04-19,합천수위표하류,6.1,1506.456
384991,2024-04-19,동촌수위표,961.17,237370.543
384992,2024-04-19,합천댐상류,8.93,2205.353
384993,2024-04-19,합천댐상류,141.62,34974.475
384994,2024-04-19,동촌수위표,0,0
384995,2024-04-19,함양위천,5,1234.8
384996,2024-04-19,초강상류,77.42,19119.643
384997,2024-04-19,안동댐역조정지하류,47.6,11755.296
384998,2024-04-19,금호강시점,9.99,2467.13
384999,2024-04-19,안동댐역조정지하류,9.61,2373.286
385000,2024-04-19,영강하류,223.73,55252.361
385001,2024-04-19,부소천합류후,3.01,743.35
385002,2024-04-19,신천하류,1.88,464.285
385003,2024-04-19,신천하류,-999,-999
385004,2024-04-19,문산천합류후,0,0
385005,2024-04-19,평택수위표,0.37,91.375
385006,2024-04-19,오산천,2.75,679.14
385007,2024-04-19,평택수위표,15.87,3919.255
385008,2024-04-19,황구지천상류,1.07,264.247
385009,2024-04-19,상운천,5.39,1331.114
385010,2024-04-19,공촌천,-999,-999
385011,2024-04-19,안동댐역조정지하류,0,0
385012,2024-04-19,용전천하류,7.1,1753.416
385013,2024-04-19,용전천하류,0,0
385014,2024-04-19,운곡천,2.68,661.853
385015,2024-04-19,전천,0.64,158.054
385016,2024-04-19,도암댐,1.75,432.18
385017,2024-04-19,곡강천,-999,-999
385018,2024-04-20,갑천하류,-999,-999
385019,2024-04-20,봉황천하류,-999,-999
385020,2024-04-20,초강상류,-999,-999
385021,2024-04-20,삼가천합류후,-999,-999
385022,2024-04-20,삼가천합류후,-999,-999
385023,2024-04-20,석화수위표,-999,-999
385024,2024-04-20,무심천,-999,-999
385025,2024-04-20,갑천하류,-999,-999
385026,2024-04-20,갑천하류,-999,-999
385027,2024-04-20,갑천하류,-999,-999
385028,2024-04-20,갑천상류,-999,-999
385029,2024-04-20,갑천하류,-999,-999
385030,2024-04-20,보강천,-999,-999
385031,2024-04-20,석화수위표,-999,-999
385032,2024-04-20,병천천상류,-999,-999
385033,2024-04-20,석화수위표,-999,-999
385034,2024-04-20,갑천하류,-999,-999
385035,2024-04-20,봉황천하류,-999,-999
385036,2024-04-20,의령천,-999,-999
385037,2024-04-20,임실천,-999,-999
385038,2024-04-20,논산천합류전,-999,-999
385039,2024-04-20,차천,-999,-999
385040,2024-04-20,남천,-999,-999
385041,2024-04-20,조만강,-999,-999
385042,2024-04-20,병천천상류,-999,-999
385043,2024-04-20,밀양강,-999,-999
385044,2024-04-20,양산천하류,-999,-999
385045,2024-04-20,양산천하류,-999,-999
385046,2024-04-20,임실천,-999,-999
385047,2024-04-20,곡강천,-999,-999
385048,2024-04-20,동천,-999,-999
385049,2024-04-20,동천,-999,-999
385050,2024-04-20,동천,-999,-999
385051,2024-04-20,동천,-999,-999
385052,2024-04-20,수영강,-999,-999
385053,2024-04-20,남대천,-999,-999
385054,2024-04-20,송천,-999,-999
385055,2024-04-20,황리천,-999,-999
385056,2024-04-20,곡강천,-999,-999
385057,2024-04-20,논산천합류전,-999,-999
385058,2024-04-20,마륜천,-999,-999
385059,2024-04-20,대천천,-999,-999
385060,2024-04-20,경포천,-999,-999
385061,2024-04-20,경천,-999,-999
385062,2024-04-20,광주천,-999,-999
385063,2024-04-20,광주천,-999,-999
385064,2024-04-20,광주천,-999,-999
385065,2024-04-20,와탄천,-999,-999
385066,2024-04-20,광주천,-999,-999
385067,2024-04-20,광주천,-999,-999
385068,2024-04-20,지석천,-999,-999
385069,2024-04-20,와탄천,-999,-999
385070,2024-04-20,청계천,-999,-999
385071,2024-04-20,청계천,-999,-999
385072,2024-04-20,탐진강하류,-999,-999
385073,2024-04-20,탐진강하류,-999,-999
385074,2024-04-20,와탄천,-999,-999
385075,2024-04-20,와탄천,-999,-999
385076,2024-04-20,의령천,-999,-999
385077,2024-04-20,성황천,-999,-999
385078,2024-04-20,논산천합류전,-999,-999
385079,2024-04-20,성황천,-999,-999
385080,2024-04-20,주암조절지댐,-999,-999
385081,2024-04-20,경포천,-999,-999
385082,2024-04-20,삽교천상류,-999,-999
385083,2024-04-20,삽교천상류,-999,-999
385084,2024-04-20,온양천,-999,-999
385085,2024-04-20,간월방조제,-999,-999
385086,2024-04-20,대천천,-999,-999
385087,2024-04-20,전주천하류,-999,-999
385088,2024-04-20,전주천하류,-999,-999
385089,2024-04-20,전주천하류,-999,-999
385090,2024-04-20,전주천하류,-999,-999
385091,2024-04-20,전주천하류,-999,-999
385092,2024-04-20,주상천,-999,-999
385093,2024-04-20,주상천,-999,-999
385094,2024-04-20,임실천,-999,-999
385095,2024-04-20,남원수위표,-999,-999
385096,2024-04-20,임실천,-999,-999
385097,2024-04-20,주암조절지댐,-999,-999
385098,2024-04-20,남원수위표,-999,-999
385099,2024-04-20,영천강합류전,-999,-999
385100,2024-04-20,삼천포천,-999,-999
385101,2024-04-20,함양위천,-999,-999
385102,2024-04-20,양평수위표,-999,-999
385103,2024-04-20,중랑천하류,-999,-999
385104,2024-04-20,중랑천합류전,-999,-999
385105,2024-04-20,중랑천합류전,-999,-999
385106,2024-04-20,성남수위표,-999,-999
385107,2024-04-20,탄천하류,-999,-999
385108,2024-04-20,탄천하류,-999,-999
385109,2024-04-20,중랑천하류,-999,-999
385110,2024-04-20,중랑천하류,-999,-999
385111,2024-04-20,청계천,-999,-999
385112,2024-04-20,청계천,-999,-999
385113,2024-04-20,안양천하류,-999,-999
385114,2024-04-20,안양천하류,-999,-999
385115,2024-04-20,안양천중류,-999,-999
385116,2024-04-20,안양천하류,-999,-999
385117,2024-04-20,행주대교수위표,-999,-999
385119,2024-04-20,경안수위표,-999,-999
385120,2024-04-20,행주대교수위표,-999,-999
385121,2024-04-20,양평수위표,-999,-999
385122,2024-04-20,소양강댐하류,-999,-999
385123,2024-04-20,황지천,-999,-999
385124,2024-04-20,전천,-999,-999
385125,2024-04-20,황지천,-999,-999
385126,2024-04-20,원주천,-999,-999
385127,2024-04-20,평창강하류,-999,-999
385128,2024-04-20,평창강하류,-999,-999
385129,2024-04-20,원주천,-999,-999
385130,2024-04-20,달천하류,-999,-999
385131,2024-04-20,달천하류,-999,-999
385132,2024-04-20,원주천,-999,-999
385133,2024-04-20,청미수위표,-999,-999
385134,2024-04-20,복하천하류,-999,-999
385135,2024-04-20,양평수위표,-999,-999
385136,2024-04-20,양평수위표,-999,-999
385137,2024-04-20,화천천,-999,-999
385138,2024-04-20,양구교수위표,-999,-999
385139,2024-04-20,양구교수위표,-999,-999
385140,2024-04-20,의암댐,-999,-999
385141,2024-04-20,행주대교수위표,-999,-999
385142,2024-04-20,도암댐,-999,-999
385143,2024-04-20,부소천합류후,-999,-999
385144,2024-04-20,미성교수위표,-999,-999
385145,2024-04-20,남대천,-999,-999
385146,2024-04-20,초강상류,-999,-999
385147,2024-04-20,북천,-999,-999
385148,2024-04-20,한천합류후,-999,-999
385149,2024-04-20,한천합류후,-999,-999
385150,2024-04-20,삼동암천,-999,-999
385151,2024-04-20,청도천하류,-999,-999
385152,2024-04-20,동촌수위표,-999,-999
385153,2024-04-20,동촌수위표,-999,-999
385154,2024-04-20,금호강하류,-999,-999
385155,2024-04-20,합천수위표하류,-999,-999
385156,2024-04-20,동촌수위표,-999,-999
385157,2024-04-20,합천댐상류,-999,-999
385158,2024-04-20,합천댐상류,-999,-999
385159,2024-04-20,동촌수위표,-999,-999
385160,2024-04-20,함양위천,-999,-999
385161,2024-04-20,초강상류,-999,-999
385162,2024-04-20,안동댐역조정지하류,-999,-999
385163,2024-04-20,금호강시점,-999,-999
385164,2024-04-20,안동댐역조정지하류,-999,-999
385165,2024-04-20,영강하류,-999,-999
385166,2024-04-20,부소천합류후,-999,-999
385167,2024-04-20,신천하류,-999,-999
385168,2024-04-20,신천하류,-999,-999
385169,2024-04-20,문산천합류후,-999,-999
385170,2024-04-20,평택수위표,-999,-999
385171,2024-04-20,오산천,-999,-999
385172,2024-04-20,평택수위표,-999,-999
385173,2024-04-20,황구지천상류,-999,-999
385174,2024-04-20,상운천,-999,-999
385175,2024-04-20,공촌천,-999,-999
385176,2024-04-20,안동댐역조정지하류,-999,-999
385177,2024-04-20,용전천하류,-999,-999
385178,2024-04-20,용전천하류,-999,-999
385179,2024-04-20,운곡천,-999,-999
385180,2024-04-20,전천,-999,-999
385181,2024-04-20,도암댐,-999,-999
385182,2024-04-20,곡강천,-999,-999
385183,2024-04-21,갑천하류,-999,-999
385184,2024-04-21,봉황천하류,15.8,3901.968
385185,2024-04-21,초강상류,21.26,5250.37
385186,2024-04-21,삼가천합류후,0.68,167.933
385187,2024-04-21,삼가천합류후,3.73,921.161
385188,2024-04-21,석화수위표,-999,-999
385189,2024-04-21,무심천,-999,-999
385190,2024-04-21,갑천하류,-999,-999
385191,2024-04-21,갑천하류,-999,-999
385192,2024-04-21,갑천하류,-999,-999
385193,2024-04-21,갑천상류,3.34,824.846
385194,2024-04-21,갑천하류,-999,-999
385195,2024-04-21,보강천,2,493.92
385196,2024-04-21,석화수위표,-999,-999
385197,2024-04-21,병천천상류,-999,-999
385198,2024-04-21,석화수위표,-999,-999
385199,2024-04-21,갑천하류,-999,-999
385200,2024-04-21,봉황천하류,10.87,2684.455
385201,2024-04-21,의령천,264.09,65219.666
385202,2024-04-21,임실천,0,0
385203,2024-04-21,논산천합류전,-999,-999
385204,2024-04-21,차천,275.53,68044.889
385205,2024-04-21,남천,-999,-999
385206,2024-04-21,조만강,0,0
385207,2024-04-21,병천천상류,0,0
385208,2024-04-21,밀양강,318.94,78765.422
385209,2024-04-21,양산천하류,34.57,8537.407
385210,2024-04-21,양산천하류,-999,-999
385211,2024-04-21,임실천,10.8,2667.168
385212,2024-04-21,곡강천,-999,-999
385213,2024-04-21,동천,2.53,624.809
385214,2024-04-21,동천,-999,-999
385215,2024-04-21,동천,-999,-999
385216,2024-04-21,동천,-999,-999
385217,2024-04-21,수영강,-999,-999
385218,2024-04-21,남대천,13.4,3309.264
385219,2024-04-21,송천,16.42,4055.083
385220,2024-04-21,황리천,0,0
385221,2024-04-21,곡강천,-999,-999
385222,2024-04-21,논산천합류전,815.49,201393.41
385223,2024-04-21,마륜천,-999,-999
385224,2024-04-21,대천천,-999,-999
385225,2024-04-21,경포천,-999,-999
385226,2024-04-21,경천,1.1,271.656
385227,2024-04-21,광주천,-999,-999
385228,2024-04-21,광주천,-999,-999
385229,2024-04-21,광주천,-999,-999
385230,2024-04-21,와탄천,26.32,6499.987
385231,2024-04-21,광주천,3.13,772.985
385232,2024-04-21,광주천,-999,-999
385233,2024-04-21,지석천,0,0
385234,2024-04-21,와탄천,0.65,160.524
385235,2024-04-21,청계천,0,0
385236,2024-04-21,청계천,0,0
385237,2024-04-21,탐진강하류,2.46,607.522
385238,2024-04-21,탐진강하류,88,21732.48
385239,2024-04-21,와탄천,1.08,266.717
385240,2024-04-21,와탄천,22.32,5512.147
385241,2024-04-21,의령천,0,0
385242,2024-04-21,성황천,0,0
385243,2024-04-21,논산천합류전,167.29,41313.938
385244,2024-04-21,성황천,30.04,7418.678
385245,2024-04-21,주암조절지댐,2.37,585.295
385246,2024-04-21,경포천,-999,-999
385247,2024-04-21,삽교천상류,75.85,18731.916
385248,2024-04-21,삽교천상류,0.26,64.21
385249,2024-04-21,온양천,125.72,31047.811
385250,2024-04-21,간월방조제,-999,-999
385251,2024-04-21,대천천,24.75,6112.26
385252,2024-04-21,전주천하류,18.97,4684.831
385253,2024-04-21,전주천하류,-999,-999
385254,2024-04-21,전주천하류,-999,-999
385255,2024-04-21,전주천하류,0.12,29.635
385256,2024-04-21,전주천하류,0,0
385257,2024-04-21,주상천,32.29,7974.338
385258,2024-04-21,주상천,0,0
385259,2024-04-21,임실천,4.13,1019.945
385260,2024-04-21,남원수위표,8.04,1985.558
385261,2024-04-21,임실천,15.91,3929.134
385262,2024-04-21,주암조절지댐,24.75,6112.26
385263,2024-04-21,남원수위표,37.11,9164.686
385264,2024-04-21,영천강합류전,113.69,28076.882
385265,2024-04-21,삼천포천,2.67,659.383
385266,2024-04-21,함양위천,16.96,4188.442
385267,2024-04-21,양평수위표,-999,-999
385268,2024-04-21,중랑천하류,551.32,136153.987
385269,2024-04-21,중랑천합류전,8.95,2210.292
385270,2024-04-21,중랑천합류전,-999,-999
385271,2024-04-21,성남수위표,-999,-999
385272,2024-04-21,탄천하류,-999,-999
385273,2024-04-21,탄천하류,-999,-999
385274,2024-04-21,중랑천하류,1.1,271.656
385275,2024-04-21,중랑천하류,-999,-999
385276,2024-04-21,청계천,-999,-999
385277,2024-04-21,청계천,-999,-999
385278,2024-04-21,안양천하류,-999,-999
385279,2024-04-21,안양천하류,-999,-999
385280,2024-04-21,안양천중류,2.81,693.958
385281,2024-04-21,안양천하류,-999,-999
385282,2024-04-21,행주대교수위표,-999,-999
385284,2024-04-21,경안수위표,-999,-999
385285,2024-04-21,행주대교수위표,-999,-999
385286,2024-04-21,양평수위표,-999,-999
385287,2024-04-21,소양강댐하류,277.89,68627.714
385288,2024-04-21,황지천,0.6,148.176
385289,2024-04-21,전천,2.58,637.157
385290,2024-04-21,황지천,-999,-999
385291,2024-04-21,원주천,2.41,595.174
385292,2024-04-21,평창강하류,5.71,1410.142
385293,2024-04-21,평창강하류,-999,-999
385294,2024-04-21,원주천,-999,-999
385295,2024-04-21,달천하류,22.96,5670.202
385296,2024-04-21,달천하류,296.4,73198.944
385297,2024-04-21,원주천,272.38,67266.965
385298,2024-04-21,청미수위표,-999,-999
385299,2024-04-21,복하천하류,0.04,9.878
385300,2024-04-21,양평수위표,216.69,53513.762
385301,2024-04-21,양평수위표,-999,-999
385302,2024-04-21,화천천,-999,-999
385303,2024-04-21,양구교수위표,-999,-999
385304,2024-04-21,양구교수위표,-999,-999
385305,2024-04-21,의암댐,-999,-999
385306,2024-04-21,행주대교수위표,-999,-999
385307,2024-04-21,도암댐,8.7,2148.552
385308,2024-04-21,부소천합류후,-999,-999
385309,2024-04-21,미성교수위표,2.98,735.941
385310,2024-04-21,남대천,139.47,34443.511
385311,2024-04-21,초강상류,17.12,4227.955
385312,2024-04-21,북천,171.66,42393.154
385313,2024-04-21,한천합류후,122.38,30222.965
385314,2024-04-21,한천합류후,225.02,55570.939
385315,2024-04-21,삼동암천,-999,-999
385316,2024-04-21,청도천하류,0.94,232.142
385317,2024-04-21,동촌수위표,-999,-999
385318,2024-04-21,동촌수위표,-999,-999
385319,2024-04-21,금호강하류,-999,-999
385320,2024-04-21,합천수위표하류,6.92,1708.963
385321,2024-04-21,동촌수위표,1035.04,255613.478
385322,2024-04-21,합천댐상류,10.09,2491.826
385323,2024-04-21,합천댐상류,160.93,39743.273
385324,2024-04-21,동촌수위표,0,0
385325,2024-04-21,함양위천,4.7,1160.712
385326,2024-04-21,초강상류,113.68,28074.413
385327,2024-04-21,안동댐역조정지하류,77.21,19067.782
385328,2024-04-21,금호강시점,9.57,2363.407
385329,2024-04-21,안동댐역조정지하류,6.22,1536.091
385330,2024-04-21,영강하류,357.55,88300.548
385331,2024-04-21,부소천합류후,2.4,592.704
385332,2024-04-21,신천하류,1.88,464.285
385333,2024-04-21,신천하류,-999,-999
385334,2024-04-21,문산천합류후,0,0
385335,2024-04-21,평택수위표,0.86,212.386
385336,2024-04-21,오산천,2.98,735.941
385337,2024-04-21,평택수위표,21.93,5415.833
385338,2024-04-21,황구지천상류,1.19,293.882
385339,2024-04-21,상운천,10.49,2590.61
385340,2024-04-21,공촌천,-999,-999
385341,2024-04-21,안동댐역조정지하류,0,0
385342,2024-04-21,용전천하류,4.8,1185.408
385343,2024-04-21,용전천하류,0,0
385344,2024-04-21,운곡천,3.04,750.758
385345,2024-04-21,전천,1.49,367.97
385346,2024-04-21,도암댐,2.92,721.123
385347,2024-04-21,곡강천,-999,-999
385348,2024-04-22,갑천하류,-999,-999
385349,2024-04-22,봉황천하류,15.84,3911.846
385350,2024-04-22,초강상류,20.67,5104.663
385351,2024-04-22,삼가천합류후,0.67,165.463
385352,2024-04-22,삼가천합류후,2.57,634.687
385353,2024-04-22,석화수위표,-999,-999
385354,2024-04-22,무심천,-999,-999
385355,2024-04-22,갑천하류,-999,-999
385356,2024-04-22,갑천하류,-999,-999
385357,2024-04-22,갑천하류,-999,-999
385358,2024-04-22,갑천상류,3.21,792.742
385359,2024-04-22,갑천하류,-999,-999
385360,2024-04-22,보강천,1.44,355.622
385361,2024-04-22,석화수위표,-999,-999
385362,2024-04-22,병천천상류,-999,-999
385363,2024-04-22,석화수위표,-999,-999
385364,2024-04-22,갑천하류,-999,-999
385365,2024-04-22,봉황천하류,10.94,2701.742
385366,2024-04-22,의령천,408.7,100932.552
385367,2024-04-22,임실천,0,0
385368,2024-04-22,논산천합류전,-999,-999
385369,2024-04-22,차천,459.39,113450.954
385370,2024-04-22,남천,-999,-999
385371,2024-04-22,조만강,0,0
385372,2024-04-22,병천천상류,0,0
385373,2024-04-22,밀양강,418.56,103367.578
385374,2024-04-22,양산천하류,36.81,9090.598
385375,2024-04-22,양산천하류,-999,-999
385376,2024-04-22,임실천,10.8,2667.168
385377,2024-04-22,곡강천,-999,-999
385378,2024-04-22,동천,2.55,629.748
385379,2024-04-22,동천,-999,-999
385380,2024-04-22,동천,-999,-999
385381,2024-04-22,동천,-999,-999
385382,2024-04-22,수영강,-999,-999
385383,2024-04-22,남대천,22.78,5625.749
385384,2024-04-22,송천,17.14,4232.894
385385,2024-04-22,황리천,0,0
385386,2024-04-22,곡강천,-999,-999
