아이디,관측일자,표준유역명,유량,발전량
384337,2024-04-15,영강하류,235.81,58235.638
384338,2024-04-15,한천합류후,218.62,53990.395
384339,2024-04-15,운곡천,1.73,427.241
384340,2024-04-15,안동댐역조정지하류,10.28,2538.749
384341,2024-04-15,부소천합류후,-999,-999
384342,2024-04-15,부소천합류후,3.35,827.316
384343,2024-04-15,신천하류,1.88,464.285
384344,2024-04-15,신천하류,-999,-999
384345,2024-04-15,황구지천상류,1.16,286.474
384346,2024-04-15,평택수위표,0.25,61.74
384347,2024-04-15,오산천,0.99,244.49
384348,2024-04-15,문산천합류후,0,0
384349,2024-04-15,공촌천,-999,-999
384350,2024-04-15,평택수위표,15.13,3736.505
384351,2024-04-15,용전천하류,3.7,913.752
384352,2024-04-15,용전천하류,0,0
384353,2024-04-15,곡강천,-999,-999
384354,2024-04-15,안동댐역조정지하류,0,0
384355,2024-04-15,도암댐,2.48,612.461
384356,2024-04-15,상운천,8.04,1985.558
384357,2024-04-15,전천,0.24,59.27
384358,2024-04-16,갑천하류,-999,-999
384359,2024-04-16,봉황천하류,19.12,4721.875
384360,2024-04-16,초강상류,26.72,6598.771
384361,2024-04-16,삼가천합류후,1.15,284.004
384362,2024-04-16,삼가천합류후,4.15,1024.884
384363,2024-04-16,석화수위표,-999,-999
384364,2024-04-16,무심천,-999,-999
384365,2024-04-16,갑천하류,-999,-999
384366,2024-04-16,갑천하류,-999,-999
384367,2024-04-16,갑천하류,-999,-999
384368,2024-04-16,갑천상류,3.4,839.664
384369,2024-04-16,갑천하류,-999,-999
384370,2024-04-16,보강천,2.28,563.069
384371,2024-04-16,석화수위표,-999,-999
384372,2024-04-16,병천천상류,-999,-999
384373,2024-04-16,석화수위표,-999,-999
384374,2024-04-16,갑천하류,-999,-999
384375,2024-04-16,봉황천하류,11.08,2736.317
384376,2024-04-16,의령천,180.37,44544.175
384377,2024-04-16,임실천,0,0
384378,2024-04-16,논산천합류전,-999,-999
384379,2024-04-16,차천,297.18,73391.573
384380,2024-04-16,남천,-999,-999
384381,2024-04-16,조만강,0,0
384382,2024-04-16,병천천상류,0,0
384383,2024-04-16,밀양강,335.82,82934.107
384384,2024-04-16,양산천하류,35.69,8814.002
384385,2024-04-16,양산천하류,-999,-999
384386,2024-04-16,임실천,10.8,2667.168
384387,2024-04-16,곡강천,9,2222.64
384388,2024-04-16,동천,3.94,973.022
384389,2024-04-16,동천,-999,-999
384390,2024-04-16,동천,-999,-999
384391,2024-04-16,동천,-999,-999
384392,2024-04-16,수영강,-999,-999
384393,2024-04-16,남대천,10.73,2649.881
384394,2024-04-16,송천,3.13,772.985
384395,2024-04-16,황리천,0,0
384396,2024-04-16,곡강천,-999,-999
384397,2024-04-16,논산천합류전,815.49,201393.41
384398,2024-04-16,마륜천,-999,-999
384399,2024-04-16,대천천,-999,-999
384400,2024-04-16,경포천,-999,-999
384401,2024-04-16,경천,3.53,871.769
384402,2024-04-16,광주천,-999,-999
384403,2024-04-16,광주천,-999,-999
384404,2024-04-16,광주천,-999,-999
384405,2024-04-16,와탄천,26.11,6448.126
384406,2024-04-16,광주천,3.72,918.691
384407,2024-04-16,광주천,-999,-999
384408,2024-04-16,지석천,0,0
384409,2024-04-16,와탄천,1.25,308.7
384410,2024-04-16,청계천,0,0
384411,2024-04-16,청계천,0,0
384412,2024-04-16,탐진강하류,3.03,748.289
384413,2024-04-16,탐진강하류,88,21732.48
384414,2024-04-16,와탄천,1.34,330.926
384415,2024-04-16,와탄천,21.29,5257.778
384416,2024-04-16,의령천,0,0
384417,2024-04-16,성황천,190.45,47033.532
384418,2024-04-16,논산천합류전,696.6,172032.336
384419,2024-04-16,성황천,43.58,10762.517
384420,2024-04-16,주암조절지댐,3.25,802.62
384421,2024-04-16,경포천,-999,-999
384422,2024-04-16,삽교천상류,70.42,17390.923
384423,2024-04-16,삽교천상류,0.09,22.226
384424,2024-04-16,온양천,95.14,23495.774
384425,2024-04-16,간월방조제,-999,-999
384426,2024-04-16,대천천,26.45,6532.092
384427,2024-04-16,전주천하류,20.42,5042.923
384428,2024-04-16,전주천하류,-999,-999
384429,2024-04-16,전주천하류,-999,-999
384430,2024-04-16,전주천하류,0.18,44.453
384431,2024-04-16,전주천하류,0,0
384432,2024-04-16,주상천,2.97,733.471
384433,2024-04-16,주상천,0,0
384434,2024-04-16,임실천,4.17,1029.823
384435,2024-04-16,남원수위표,9.93,2452.313
384436,2024-04-16,임실천,23.04,5689.958
384437,2024-04-16,주암조절지댐,34.37,8488.015
384438,2024-04-16,남원수위표,51.06,12609.778
384439,2024-04-16,영천강합류전,80.21,19808.662
384440,2024-04-16,삼천포천,3.31,817.438
384441,2024-04-16,함양위천,23.49,5801.09
384442,2024-04-16,양평수위표,-999,-999
384443,2024-04-16,중랑천하류,928.33,229260.377
384444,2024-04-16,중랑천합류전,9.3,2296.728
384445,2024-04-16,중랑천합류전,-999,-999
384446,2024-04-16,성남수위표,-999,-999
384447,2024-04-16,탄천하류,-999,-999
384448,2024-04-16,탄천하류,-999,-999
384449,2024-04-16,중랑천하류,1.21,298.822
384450,2024-04-16,중랑천하류,-999,-999
384451,2024-04-16,청계천,-999,-999
384452,2024-04-16,청계천,-999,-999
384453,2024-04-16,안양천하류,-999,-999
384454,2024-04-16,안양천하류,-999,-999
384455,2024-04-16,안양천중류,3.49,861.89
384456,2024-04-16,안양천하류,-999,-999
384457,2024-04-16,행주대교수위표,-999,-999
384459,2024-04-16,경안수위표,-999,-999
384460,2024-04-16,행주대교수위표,-999,-999
384461,2024-04-16,양평수위표,-999,-999
384462,2024-04-16,소양강댐하류,245.99,60749.69
384463,2024-04-16,황지천,0.7,172.872
384464,2024-04-16,전천,1.8,444.528
384465,2024-04-16,황지천,-999,-999
384466,2024-04-16,원주천,4.5,1111.32
384467,2024-04-16,평창강하류,5.77,1424.959
384468,2024-04-16,평창강하류,-999,-999
384469,2024-04-16,원주천,-999,-999
384470,2024-04-16,달천하류,20.5,5062.68
384471,2024-04-16,달천하류,362.87,89614.375
384472,2024-04-16,원주천,411.07,101517.847
384473,2024-04-16,청미수위표,-999,-999
384474,2024-04-16,복하천하류,0.46,113.602
384475,2024-04-16,양평수위표,531.59,131281.466
384476,2024-04-16,양평수위표,-999,-999
384477,2024-04-16,화천천,-999,-999
384478,2024-04-16,양구교수위표,-999,-999
384479,2024-04-16,양구교수위표,-999,-999
384480,2024-04-16,의암댐,-999,-999
384481,2024-04-16,행주대교수위표,-999,-999
384482,2024-04-16,도암댐,12.21,3015.382
384483,2024-04-16,부소천합류후,-999,-999
384484,2024-04-16,미성교수위표,5.23,1291.601
384485,2024-04-16,남대천,122.38,30222.965
384486,2024-04-16,초강상류,19.68,4860.173
384487,2024-04-16,북천,126.65,31277.484
384488,2024-04-16,한천합류후,112.21,27711.382
384489,2024-04-16,한천합류후,166.5,41118.84
384490,2024-04-16,삼동암천,-999,-999
384491,2024-04-16,청도천하류,1.46,360.562
384492,2024-04-16,동촌수위표,-999,-999
384493,2024-04-16,동촌수위표,-999,-999
384494,2024-04-16,금호강하류,-999,-999
384495,2024-04-16,합천수위표하류,9.37,2314.015
384496,2024-04-16,동촌수위표,1066.79,263454.458
384497,2024-04-16,합천댐상류,12.65,3124.044
384498,2024-04-16,합천댐상류,236.72,58460.371
384499,2024-04-16,동촌수위표,0,0
384500,2024-04-16,함양위천,5.4,1333.584
384501,2024-04-16,초강상류,78.93,19492.553
384502,2024-04-16,안동댐역조정지하류,61.14,15099.134
384503,2024-04-16,금호강시점,12.02,2968.459
384504,2024-04-16,안동댐역조정지하류,13.81,3410.518
384505,2024-04-16,영강하류,285.18,70428.053
384506,2024-04-16,부소천합류후,6.25,1543.5
384507,2024-04-16,신천하류,3.59,886.586
384508,2024-04-16,신천하류,-999,-999
384509,2024-04-16,문산천합류후,0,0
384510,2024-04-16,평택수위표,1.87,461.815
384511,2024-04-16,오산천,1.56,385.258
384512,2024-04-16,평택수위표,98.63,24357.665
384513,2024-04-16,황구지천상류,1.57,387.727
384514,2024-04-16,상운천,11.35,2802.996
384515,2024-04-16,공촌천,-999,-999
384516,2024-04-16,안동댐역조정지하류,0,0
384517,2024-04-16,용전천하류,3.4,839.664
384518,2024-04-16,용전천하류,0,0
384519,2024-04-16,운곡천,3.82,943.387
384520,2024-04-16,전천,0.24,59.27
384521,2024-04-16,도암댐,2.09,516.146
384522,2024-04-16,곡강천,-999,-999
384523,2024-04-17,갑천하류,-999,-999
384524,2024-04-17,봉황천하류,18.06,4460.098
384525,2024-04-17,초강상류,24.73,6107.321
384526,2024-04-17,삼가천합류후,0.87,214.855
384527,2024-04-17,삼가천합류후,3.65,901.404
384528,2024-04-17,석화수위표,-999,-999
384529,2024-04-17,무심천,-999,-999
384530,2024-04-17,갑천하류,-999,-999
384531,2024-04-17,갑천하류,-999,-999
384532,2024-04-17,갑천하류,-999,-999
384533,2024-04-17,갑천상류,3.21,792.742
384534,2024-04-17,갑천하류,-999,-999
384535,2024-04-17,보강천,1.46,360.562
384536,2024-04-17,석화수위표,-999,-999
384537,2024-04-17,병천천상류,-999,-999
384538,2024-04-17,석화수위표,-999,-999
384539,2024-04-17,갑천하류,-999,-999
384540,2024-04-17,봉황천하류,11.08,2736.317
384541,2024-04-17,의령천,206.79,51068.858
384542,2024-04-17,임실천,0,0
384543,2024-04-17,논산천합류전,-999,-999
384544,2024-04-17,차천,365.03,90147.809
384545,2024-04-17,남천,-999,-999
384546,2024-04-17,조만강,0,0
384547,2024-04-17,병천천상류,0,0
384548,2024-04-17,밀양강,358.54,88545.038
384549,2024-04-17,양산천하류,39.09,9653.666
384550,2024-04-17,양산천하류,-999,-999
384551,2024-04-17,임실천,10.8,2667.168
384552,2024-04-17,곡강천,8.37,2067.055
384553,2024-04-17,동천,2.77,684.079
384554,2024-04-17,동천,-999,-999
384555,2024-04-17,동천,-999,-999
384556,2024-04-17,동천,-999,-999
384557,2024-04-17,수영강,-999,-999
384558,2024-04-17,남대천,10.25,2531.34
384559,2024-04-17,송천,15.96,3941.482
384560,2024-04-17,황리천,0,0
384561,2024-04-17,곡강천,-999,-999
384562,2024-04-17,논산천합류전,815.49,201393.41
384563,2024-04-17,마륜천,-999,-999
384564,2024-04-17,대천천,-999,-999
384565,2024-04-17,경포천,-999,-999
384566,2024-04-17,경천,1.12,276.595
384567,2024-04-17,광주천,-999,-999
384568,2024-04-17,광주천,-999,-999
384569,2024-04-17,광주천,-999,-999
384570,2024-04-17,와탄천,26.11,6448.126
384571,2024-04-17,광주천,3.23,797.681
384572,2024-04-17,광주천,-999,-999
384573,2024-04-17,지석천,0,0
384574,2024-04-17,와탄천,1.25,308.7
384575,2024-04-17,청계천,0,0
384576,2024-04-17,청계천,0,0
384577,2024-04-17,탐진강하류,2.18,538.373
384578,2024-04-17,탐진강하류,88,21732.48
384579,2024-04-17,와탄천,0.69,170.402
384580,2024-04-17,와탄천,20.58,5082.437
384581,2024-04-17,의령천,0,0
384582,2024-04-17,성황천,137.72,34011.331
384583,2024-04-17,논산천합류전,225.3,55640.088
384584,2024-04-17,성황천,37.32,9216.547
384585,2024-04-17,주암조절지댐,2.63,649.505
384586,2024-04-17,경포천,-999,-999
384587,2024-04-17,삽교천상류,65.38,16146.245
384588,2024-04-17,삽교천상류,0.02,4.939
384589,2024-04-17,온양천,109.76,27106.33
384590,2024-04-17,간월방조제,-999,-999
384591,2024-04-17,대천천,25.19,6220.922
384592,2024-04-17,전주천하류,17.94,4430.462
384593,2024-04-17,전주천하류,-999,-999
384594,2024-04-17,전주천하류,-999,-999
384595,2024-04-17,전주천하류,0.11,27.166
384596,2024-04-17,전주천하류,0,0
384597,2024-04-17,주상천,2.97,733.471
384598,2024-04-17,주상천,0,0
384599,2024-04-17,임실천,3.98,982.901
384600,2024-04-17,남원수위표,8.4,2074.464
384601,2024-04-17,임실천,18.35,4531.716
384602,2024-04-17,주암조절지댐,28.63,7070.465
384603,2024-04-17,남원수위표,44.07,10883.527
384604,2024-04-17,영천강합류전,58.72,14501.491
384605,2024-04-17,삼천포천,2.32,572.947
384606,2024-04-17,함양위천,28.09,6937.106
384607,2024-04-17,양평수위표,-999,-999
384608,2024-04-17,중랑천하류,516.5,127554.84
384609,2024-04-17,중랑천합류전,8.24,2034.95
384610,2024-04-17,중랑천합류전,-999,-999
384611,2024-04-17,성남수위표,-999,-999
384612,2024-04-17,탄천하류,-999,-999
384613,2024-04-17,탄천하류,-999,-999
384614,2024-04-17,중랑천하류,1,246.96
384615,2024-04-17,중랑천하류,-999,-999
384616,2024-04-17,청계천,-999,-999
384617,2024-04-17,청계천,-999,-999
384618,2024-04-17,안양천하류,-999,-999
384619,2024-04-17,안양천하류,-999,-999
384620,2024-04-17,안양천중류,2.93,723.593
384621,2024-04-17,안양천하류,-999,-999
384622,2024-04-17,행주대교수위표,-999,-999
384624,2024-04-17,경안수위표,-999,-999
384625,2024-04-17,행주대교수위표,-999,-999
384626,2024-04-17,양평수위표,-999,-999
384627,2024-04-17,소양강댐하류,264.2,65246.832
384628,2024-04-17,황지천,0.7,172.872
384629,2024-04-17,전천,1.8,444.528
384630,2024-04-17,황지천,-999,-999
384631,2024-04-17,원주천,3.05,753.228
384632,2024-04-17,평창강하류,5.16,1274.314
384633,2024-04-17,평창강하류,-999,-999
384634,2024-04-17,원주천,-999,-999
384635,2024-04-17,달천하류,6.04,1491.638
384636,2024-04-17,달천하류,302.45,74693.052
384637,2024-04-17,원주천,280.04,69158.678
384638,2024-04-17,청미수위표,-999,-999
384639,2024-04-17,복하천하류,0,0
384640,2024-04-17,양평수위표,201.72,49816.771
384641,2024-04-17,양평수위표,-999,-999
384642,2024-04-17,화천천,-999,-999
384643,2024-04-17,양구교수위표,-999,-999
384644,2024-04-17,양구교수위표,-999,-999
384645,2024-04-17,의암댐,-999,-999
384646,2024-04-17,행주대교수위표,-999,-999
384647,2024-04-17,도암댐,12.29,3035.138
384648,2024-04-17,부소천합류후,-999,-999
384649,2024-04-17,미성교수위표,3.7,913.752
384650,2024-04-17,남대천,109.16,26958.154
384651,2024-04-17,초강상류,18.15,4482.324
384652,2024-04-17,북천,96.8,23905.728
384653,2024-04-17,한천합류후,124.68,30790.973
384654,2024-04-17,한천합류후,260.66,64372.594
384655,2024-04-17,삼동암천,-999,-999
384656,2024-04-17,청도천하류,1.02,251.899
384657,2024-04-17,동촌수위표,-999,-999
384658,2024-04-17,동촌수위표,-999,-999
384659,2024-04-17,금호강하류,-999,-999
384660,2024-04-17,합천수위표하류,6.54,1615.118
384661,2024-04-17,동촌수위표,1045.88,258290.525
384662,2024-04-17,합천댐상류,10.32,2548.627
384663,2024-04-17,합천댐상류,258.01,63718.15
384664,2024-04-17,동촌수위표,0,0
384665,2024-04-17,함양위천,8.4,2074.464
384666,2024-04-17,초강상류,74.69,18445.442
384667,2024-04-17,안동댐역조정지하류,53.57,13229.647
384668,2024-04-17,금호강시점,11.04,2726.438
384669,2024-04-17,안동댐역조정지하류,11.13,2748.665
384670,2024-04-17,영강하류,265.6,65592.576
384671,2024-04-17,부소천합류후,4.34,1071.806
384672,2024-04-17,신천하류,2.36,582.826
384673,2024-04-17,신천하류,-999,-999
384674,2024-04-17,문산천합류후,0,0
384675,2024-04-17,평택수위표,0.73,180.281
384676,2024-04-17,오산천,1.17,288.943
384677,2024-04-17,평택수위표,19.3,4766.328
384678,2024-04-17,황구지천상류,1.36,335.866
384679,2024-04-17,상운천,10.58,2612.837
384680,2024-04-17,공촌천,-999,-999
384681,2024-04-17,안동댐역조정지하류,0,0
384682,2024-04-17,용전천하류,3.4,839.664
384683,2024-04-17,용전천하류,0,0
384684,2024-04-17,운곡천,3.23,797.681
384685,2024-04-17,전천,0.26,64.21
384686,2024-04-17,도암댐,2.02,498.859
384687,2024-04-17,곡강천,-999,-999
384688,2024-04-18,갑천하류,-999,-999
384689,2024-04-18,봉황천하류,17.15,4235.364
384690,2024-04-18,초강상류,22.66,5596.114
384691,2024-04-18,삼가천합류후,0.57,140.767
384692,2024-04-18,삼가천합류후,3.13,772.985
384693,2024-04-18,석화수위표,-999,-999
384694,2024-04-18,무심천,-999,-999
384695,2024-04-18,갑천하류,-999,-999
384696,2024-04-18,갑천하류,-999,-999
384697,2024-04-18,갑천하류,-999,-999
384698,2024-04-18,갑천상류,3.31,817.438
384699,2024-04-18,갑천하류,-999,-999
384700,2024-04-18,보강천,1.28,316.109
384701,2024-04-18,석화수위표,-999,-999
384702,2024-04-18,병천천상류,-999,-999
384703,2024-04-18,석화수위표,-999,-999
384704,2024-04-18,갑천하류,-999,-999
384705,2024-04-18,봉황천하류,10.94,2701.742
384706,2024-04-18,의령천,222.33,54906.617
384707,2024-04-18,임실천,0,0
384708,2024-04-18,논산천합류전,-999,-999
384709,2024-04-18,차천,352.59,87075.626
384710,2024-04-18,남천,-999,-999
384711,2024-04-18,조만강,0,0
384712,2024-04-18,병천천상류,0,0
384713,2024-04-18,밀양강,418.78,103421.909
384714,2024-04-18,양산천하류,44.66,11029.234
384715,2024-04-18,양산천하류,-999,-999
384716,2024-04-18,임실천,10.8,2667.168
384717,2024-04-18,곡강천,7.66,1891.714
384718,2024-04-18,동천,2.4,592.704
384719,2024-04-18,동천,-999,-999
384720,2024-04-18,동천,-999,-999
384721,2024-04-18,동천,-999,-999
384722,2024-04-18,수영강,-999,-999
384723,2024-04-18,남대천,9.53,2353.529
384724,2024-04-18,송천,16.31,4027.918
384725,2024-04-18,황리천,0,0
384726,2024-04-18,곡강천,-999,-999
384727,2024-04-18,논산천합류전,815.49,201393.41
384728,2024-04-18,마륜천,-999,-999
384729,2024-04-18,대천천,-999,-999
384730,2024-04-18,경포천,-999,-999
384731,2024-04-18,경천,1.1,271.656
384732,2024-04-18,광주천,-999,-999
384733,2024-04-18,광주천,-999,-999
384734,2024-04-18,광주천,-999,-999
384735,2024-04-18,와탄천,25.65,6334.524
384736,2024-04-18,광주천,2.24,553.19
384737,2024-04-18,광주천,-999,-999
384738,2024-04-18,지석천,0,0
384739,2024-04-18,와탄천,0.43,106.193
384740,2024-04-18,청계천,0,0
384741,2024-04-18,청계천,0,0
384742,2024-04-18,탐진강하류,0.9,222.264
384743,2024-04-18,탐진강하류,88,21732.48
384744,2024-04-18,와탄천,0.72,177.811
384745,2024-04-18,와탄천,20.65,5099.724
384746,2024-04-18,의령천,0,0
384747,2024-04-18,성황천,56.14,13864.334
384748,2024-04-18,논산천합류전,468.89,115797.074
384749,2024-04-18,성황천,32.87,8117.575
384750,2024-04-18,주암조절지댐,2.39,590.234
384751,2024-04-18,경포천,-999,-999
384752,2024-04-18,삽교천상류,67.89,16766.114
384753,2024-04-18,삽교천상류,0.02,4.939
384754,2024-04-18,온양천,113.11,27933.646
384755,2024-04-18,간월방조제,-999,-999
384756,2024-04-18,대천천,24.64,6085.094
384757,2024-04-18,전주천하류,16.95,4185.972
384758,2024-04-18,전주천하류,-999,-999
384759,2024-04-18,전주천하류,-999,-999
384760,2024-04-18,전주천하류,0.09,22.226
384761,2024-04-18,전주천하류,0,0
384762,2024-04-18,주상천,2.97,733.471
384763,2024-04-18,주상천,0,0
384764,2024-04-18,임실천,4.13,1019.945
384765,2024-04-18,남원수위표,7.7,1901.592
384766,2024-04-18,임실천,16.03,3958.769
384767,2024-04-18,주암조절지댐,25.01,6176.47
384768,2024-04-18,남원수위표,39,9631.44
384769,2024-04-18,영천강합류전,63.61,15709.126
384770,2024-04-18,삼천포천,1.74,429.71
384771,2024-04-18,함양위천,21.15,5223.204
384772,2024-04-18,양평수위표,-999,-999
384773,2024-04-18,중랑천하류,550,135828
384774,2024-04-18,중랑천합류전,7.97,1968.271
384775,2024-04-18,중랑천합류전,-999,-999
384776,2024-04-18,성남수위표,-999,-999
384777,2024-04-18,탄천하류,-999,-999
384778,2024-04-18,탄천하류,-999,-999
384779,2024-04-18,중랑천하류,0.89,219.794
384780,2024-04-18,중랑천하류,-999,-999
384781,2024-04-18,청계천,-999,-999
384782,2024-04-18,청계천,-999,-999
384783,2024-04-18,안양천하류,-999,-999
384784,2024-04-18,안양천하류,-999,-999
384785,2024-04-18,안양천중류,2.76,681.61
384786,2024-04-18,안양천하류,-999,-999
384787,2024-04-18,행주대교수위표,-999,-999
384789,2024-04-18,경안수위표,-999,-999
384790,2024-04-18,행주대교수위표,-999,-999
384791,2024-04-18,양평수위표,-999,-999
384792,2024-04-18,소양강댐하류,293.21,72411.142
384793,2024-04-18,황지천,0.7,172.872
384794,2024-04-18,전천,1.8,444.528
384795,2024-04-18,황지천,-999,-999
384796,2024-04-18,원주천,2.54,627.278
384797,2024-04-18,평창강하류,4.6,1136.016
384798,2024-04-18,평창강하류,-999,-999
384799,2024-04-18,원주천,-999,-999
384800,2024-04-18,달천하류,8.82,2178.187
384801,2024-04-18,달천하류,249.53,61623.929
384802,2024-04-18,원주천,234,57788.64
384803,2024-04-18,청미수위표,-999,-999
384804,2024-04-18,복하천하류,-999,-999
384805,2024-04-18,양평수위표,178.14,43993.454
384806,2024-04-18,양평수위표,-999,-999
384807,2024-04-18,화천천,-999,-999
384808,2024-04-18,양구교수위표,-999,-999
384809,2024-04-18,양구교수위표,-999,-999
384810,2024-04-18,의암댐,-999,-999
384811,2024-04-18,행주대교수위표,-999,-999
384812,2024-04-18,도암댐,10.5,2593.08
384813,2024-04-18,부소천합류후,-999,-999
384814,2024-04-18,미성교수위표,3.36,829.786
384815,2024-04-18,남대천,64,15805.44
384816,2024-04-18,초강상류,17.98,4440.341
384817,2024-04-18,북천,77.57,19156.687
384818,2024-04-18,한천합류후,100.91,24920.734
384819,2024-04-18,한천합류후,164.17,40543.423
384820,2024-04-18,삼동암천,-999,-999
384821,2024-04-18,청도천하류,0.89,219.794
384822,2024-04-18,동촌수위표,-999,-999
384823,2024-04-18,동촌수위표,-999,-999
384824,2024-04-18,금호강하류,-999,-999
384825,2024-04-18,합천수위표하류,6.43,1587.953
384826,2024-04-18,동촌수위표,1031.61,254766.406
384827,2024-04-18,합천댐상류,9.65,2383.164
384828,2024-04-18,합천댐상류,262.64,64861.574
384829,2024-04-18,동촌수위표,0,0
384830,2024-04-18,함양위천,5.9,1457.064
384831,2024-04-18,초강상류,75.32,18601.027
384832,2024-04-18,안동댐역조정지하류,49.68,12268.973
384833,2024-04-18,금호강시점,10.48,2588.141
384834,2024-04-18,안동댐역조정지하류,9.86,2435.026
384835,2024-04-18,영강하류,246.52,60880.579
384836,2024-04-18,부소천합류후,3.93,970.553
384837,2024-04-18,신천하류,1.88,464.285
384838,2024-04-18,신천하류,-999,-999
384839,2024-04-18,문산천합류후,0,0
384840,2024-04-18,평택수위표,0.44,108.662
384841,2024-04-18,오산천,1.04,256.838
384842,2024-04-18,평택수위표,17.05,4210.668
384843,2024-04-18,황구지천상류,1.27,313.639
384844,2024-04-18,상운천,6.67,1647.223
384845,2024-04-18,공촌천,-999,-999
384846,2024-04-18,안동댐역조정지하류,0,0
384847,2024-04-18,용전천하류,6.1,1506.456
384848,2024-04-18,용전천하류,0,0
384849,2024-04-18,운곡천,2.68,661.853
384850,2024-04-18,전천,0.29,71.618
384851,2024-04-18,도암댐,1.81,446.998
384852,2024-04-18,곡강천,-999,-999
384853,2024-04-19,갑천하류,-999,-999
384854,2024-04-19,봉황천하류,17.22,4252.651
384855,2024-04-19,초강상류,21,5186.16
384856,2024-04-19,삼가천합류후,0.68,167.933
384857,2024-04-19,삼가천합류후,2.69,664.322
384858,2024-04-19,석화수위표,-999,-999
384859,2024-04-19,무심천,-999,-999
384860,2024-04-19,갑천하류,-999,-999
384861,2024-04-19,갑천하류,-999,-999
384862,2024-04-19,갑천하류,-999,-999
384863,2024-04-19,갑천상류,3.23,797.681
384864,2024-04-19,갑천하류,-999,-999
384865,2024-04-19,보강천,1.28,316.109
384866,2024-04-19,석화수위표,-999,-999
384867,2024-04-19,병천천상류,-999,-999
384868,2024-04-19,석화수위표,-999,-999
384869,2024-04-19,갑천하류,-999,-999
384870,2024-04-19,봉황천하류,10.85,2679.516
384871,2024-04-19,의령천,172.94,42709.262
384872,2024-04-19,임실천,0,0
384873,2024-04-19,논산천합류전,-999,-999
384874,2024-04-19,차천,188.18,46472.933
384875,2024-04-19,남천,-999,-999
384876,2024-04-19,조만강,0,0
384877,2024-04-19,병천천상류,0,0
384878,2024-04-19,밀양강,241.29,59588.978
384879,2024-04-19,양산천하류,43.54,10752.638
384880,2024-04-19,양산천하류,-999,-999
384881,2024-04-19,임실천,10.8,2667.168
384882,2024-04-19,곡강천,7.11,1755.886
384883,2024-04-19,동천,2.25,555.66
384884,2024-04-19,동천,-999,-999
384885,2024-04-19,동천,-999,-999
384886,2024-04-19,동천,-999,-999
384887,2024-04-19,수영강,-999,-999
384888,2024-04-19,남대천,6.8,1679.328
384889,2024-04-19,송천,15.28,3773.549
384890,2024-04-19,황리천,0,0
384891,2024-04-19,곡강천,-999,-999
384892,2024-04-19,논산천합류전,815.49,201393.41
384893,2024-04-19,마륜천,-999,-999
384894,2024-04-19,대천천,-999,-999
384895,2024-04-19,경포천,-999,-999
384896,2024-04-19,경천,0.96,237.082
384897,2024-04-19,광주천,-999,-999
384898,2024-04-19,광주천,-999,-999
384899,2024-04-19,광주천,-999,-999
384900,2024-04-19,와탄천,25.41,6275.254
384901,2024-04-19,광주천,2.24,553.19
384902,2024-04-19,광주천,-999,-999
384903,2024-04-19,지석천,0,0
384904,2024-04-19,와탄천,0.38,93.845
384905,2024-04-19,청계천,0,0
384906,2024-04-19,청계천,0,0
384907,2024-04-19,탐진강하류,1.55,382.788
384908,2024-04-19,탐진강하류,88,21732.48
384909,2024-04-19,와탄천,0.56,138.298
384910,2024-04-19,와탄천,20.58,5082.437
384911,2024-04-19,의령천,0,0
384912,2024-04-19,성황천,0,0
384913,2024-04-19,논산천합류전,674.96,166688.122
384914,2024-04-19,성황천,29.75,7347.06
384915,2024-04-19,주암조절지댐,2.2,543.312
384916,2024-04-19,경포천,-999,-999
384917,2024-04-19,삽교천상류,69.51,17166.19
384918,2024-04-19,삽교천상류,0.01,2.47
384919,2024-04-19,온양천,116.07,28664.647
384920,2024-04-19,간월방조제,-999,-999
384921,2024-04-19,대천천,24.08,5946.797
384922,2024-04-19,전주천하류,17.37,4289.695
384923,2024-04-19,전주천하류,-999,-999
384924,2024-04-19,전주천하류,-999,-999
384925,2024-04-19,전주천하류,0.09,22.226
384926,2024-04-19,전주천하류,0,0
384927,2024-04-19,주상천,5.98,1476.821
384928,2024-04-19,주상천,0,0
384929,2024-04-19,임실천,3.8,938.448
384930,2024-04-19,남원수위표,7.47,1844.791
384931,2024-04-19,임실천,14.6,3605.616
384932,2024-04-19,주암조절지댐,22.97,5672.671
384933,2024-04-19,남원수위표,35.01,8646.07
384934,2024-04-19,영천강합류전,55.36,13671.706
384935,2024-04-19,삼천포천,1.62,400.075
384936,2024-04-19,함양위천,20.09,4961.426
384937,2024-04-19,양평수위표,-999,-999
384938,2024-04-19,중랑천하류,429.26,106010.05
384939,2024-04-19,중랑천합류전,8.38,2069.525
384940,2024-04-19,중랑천합류전,-999,-999
384941,2024-04-19,성남수위표,-999,-999
384942,2024-04-19,탄천하류,-999,-999
384943,2024-04-19,탄천하류,-999,-999
384944,2024-04-19,중랑천하류,0.89,219.794
384945,2024-04-19,중랑천하류,-999,-999
384946,2024-04-19,청계천,-999,-999
384947,2024-04-19,청계천,-999,-999
384948,2024-04-19,안양천하류,-999,-999
384949,2024-04-19,안양천하류,-999,-999
384950,2024-04-19,안양천중류,2.71,669.262
384951,2024-04-19,안양천하류,-999,-999
384952,2024-04-19,행주대교수위표,-999,-999
384954,2024-04-19,경안수위표,-999,-999
384955,2024-04-19,행주대교수위표,-999,-999
384956,2024-04-19,양평수위표,-999,-999
